time_ms,time_ts,phase,pos_steps,pos_ft,vel_fps,acc_fps2,t_ms
1592709,1762292094.001451,ACCEL,45,0.22089,0.12986,0.07964,1592709
1592714,1762292094.001461,ACCEL,45,0.22089,0.12986,0.07964,1592714
1592719,1762292094.001468,ACCEL,45,0.22089,0.12986,0.07964,1592719
1592724,1762292094.001476,ACCEL,46,0.22580,0.13287,0.08163,1592724
1592729,1762292094.001483,ACCEL,46,0.22580,0.13287,0.08163,1592729
1592734,1762292094.001490,ACCEL,46,0.22580,0.13287,0.08163,1592734
1592739,1762292094.001497,ACCEL,46,0.22580,0.13287,0.08163,1592739
1592744,1762292094.001505,ACCEL,46,0.22580,0.13287,0.08163,1592744
1592749,1762292094.001512,ACCEL,46,0.22580,0.13287,0.08163,1592749
1592754,1762292094.001518,ACCEL,46,0.22580,0.13287,0.08163,1592754
1592759,1762292094.001526,ACCEL,46,0.22580,0.13287,0.08163,1592759
1592764,1762292094.001532,ACCEL,47,0.23071,0.13589,0.08364,1592764
1592769,1762292094.001540,ACCEL,47,0.23071,0.13589,0.08364,1592769
1592774,1762292094.001546,ACCEL,47,0.23071,0.13589,0.08364,1592774
1592779,1762292094.001553,ACCEL,47,0.23071,0.13589,0.08364,1592779
1592784,1762292094.001560,ACCEL,47,0.23071,0.13589,0.08364,1592784
1592789,1762292094.001567,ACCEL,47,0.23071,0.13589,0.08364,1592789
1592794,1762292094.001574,ACCEL,47,0.23071,0.13589,0.08364,1592794
1592799,1762292094.001581,ACCEL,48,0.23562,0.13892,0.08565,1592799
1592804,1762292094.001587,ACCEL,48,0.23562,0.13892,0.08565,1592804
1592809,1762292094.001595,ACCEL,48,0.23562,0.13892,0.08565,1592809
1592814,1762292094.001601,ACCEL,48,0.23562,0.13892,0.08565,1592814
1592819,1762292094.001608,ACCEL,48,0.23562,0.13892,0.08565,1592819
1592824,1762292094.001615,ACCEL,48,0.23562,0.13892,0.08565,1592824
1592849,1762292094.279878,ACCEL,49,0.24053,0.14195,0.08768,1592849
1592854,1762292094.279899,ACCEL,49,0.24053,0.14195,0.08768,1592854
1592859,1762292094.279907,ACCEL,49,0.24053,0.14195,0.08768,1592859
1592864,1762292094.279915,ACCEL,49,0.24053,0.14195,0.08768,1592864
1592869,1762292094.279921,ACCEL,49,0.24053,0.14195,0.08768,1592869
